Individual/Business name,Address,Economic activity,Year
"Wilson, George","20 Paynes Pl, Melbourne, Australia",plumbers & gasfitters,1915
Cohen Bros ,"20 Paynes Pl, Melbourne, Australia",furniture warehouse,1915
"Wilson, George","20 Paynes Pl, Melbourne, Australia",plumbers & gasfitters,1916
Cohen Bros,"20 Paynes Pl, Melbourne, Australia",furniture warehouse,1916
Chung Kee,"20 Paynes Pl, Melbourne, Australia",[no data],1917
Chung Kee,"20 Paynes Pl, Melbourne, Australia",[no data],1918
Cohen Bros,"20 Paynes Pl, Melbourne, Australia",furniture warehouse,1918
"Hall, George","21 Paynes Pl, Melbourne, Australia",[no data],1902
Chinese,"21 Paynes Pl, Melbourne, Australia",[no data],1904
Chinese,"21 Paynes Pl, Melbourne, Australia",[no data],1905
vacant,"21 Paynes Pl, Melbourne, Australia",vacant,1917
vacant,"21 Paynes Pl, Melbourne, Australia",vacant,1918
vacant,"21 Paynes Pl, Melbourne, Australia",vacant,1919
vacant,"21 Paynes Pl, Melbourne, Australia",vacant,1920
"Ah Pon, Charles","22 Paynes Pl, Melbourne, Australia",[no data],1900
"Ah Pon, Charles","22 Paynes Pl, Melbourne, Australia",[no data],1901
"Ah Pon, Charles","22 Paynes Pl, Melbourne, Australia",clerk,1902
"Ah Pon, Charles","22 Paynes Pl, Melbourne, Australia",clerk,1903
"Powell, Peter","22 Paynes Pl, Melbourne, Australia",[no data],1907
Occupied by Chinese,"25 Paynes Pl, Melbourne, Australia",[no data],1917
"Kernot, Chas.","26 Paynes Pl, Melbourne, Australia",[no data],1903
"Kernot, Charles","26 Paynes Pl, Melbourne, Australia",[no data],1904
"Kernot, Charles","26 Paynes Pl, Melbourne, Australia",[no data],1905
Wong Kee,"28 Paynes Pl, Melbourne, Australia",bootmaker,1902
"Cameron, Geo","28 Paynes Pl, Melbourne, Australia",[no data],1903
"Selman, William","29 Paynes Pl, Melbourne, Australia",sawmills,1900
"Selman, William","29 Paynes Pl, Melbourne, Australia",sawmills,1901
"Selman, William","29 Paynes Pl, Melbourne, Australia",sawmills,1902
"Selman, William","29 Paynes Pl, Melbourne, Australia",sawmills,1903
"Selman, William","29 Paynes Pl, Melbourne, Australia",sawmills,1904
"Selman, William","29 Paynes Pl, Melbourne, Australia",sawmills,1905
"Selman, William","29 Paynes Pl, Melbourne, Australia",table manufacturer,1906
"Selman, William","29 Paynes Pl, Melbourne, Australia",table manufacturer,1907
"Selman, William","29 Paynes Pl, Melbourne, Australia",table manufacturer,1908
"Selman, William","29 Paynes Pl, Melbourne, Australia",table manufacturer,1909
Selman Bros,"29 Paynes Pl, Melbourne, Australia",table manufacturers,1910
"McNamara, Timothy","29 Paynes Pl, Melbourne, Australia",wood turner,1910
Selman Bros,"29 Paynes Pl, Melbourne, Australia",table manufacturers,1911
"McNamara, Timothy","29 Paynes Pl, Melbourne, Australia",wood turner,1911
Selman Bros,"29 Paynes Pl, Melbourne, Australia",table mfrs & wood trnrs,1912
Quong Yick,"29 Paynes Pl, Melbourne, Australia",cabinetmakers,1913
Quong Yick,"29 Paynes Pl, Melbourne, Australia",cabinetmakers,1914
Quong Yick,"29 Paynes Pl, Melbourne, Australia",cabinetmakers,1915
Quong Yick,"29 Paynes Pl, Melbourne, Australia",cabinetmakers,1916
Quong Yick,"29 Paynes Pl, Melbourne, Australia",cabinetmakers,1917
"Rooney, Jas. M.","29 Paynes Pl, Melbourne, Australia",motor engnr,1918
"Rooney, Jas. M.","29 Paynes Pl, Melbourne, Australia",motor engnr,1919
"Rooney, Jas. M.","29 Paynes Pl, Melbourne, Australia",motor engnr,1920
"Bloom, Louis","29 Paynes Pl, Melbourne, Australia",motor engineer,1920
Chung Heng,"30 Paynes Pl, Melbourne, Australia",salesman,1902
vacant,"- Pender Al, Melbourne, Australia",[no data],1940
Excelsior Plating Works,"- Pender Al, Melbourne, Australia",electroplaters,1940
1st of '3 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1904
2nd of '3 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1904
3rd of '3 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1904
1st of '6 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1910
2nd of '6 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1910
3rd of '6 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1910
4th of '6 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1910
5th of '6 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1910
6th of '6 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1910
1st of '4 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1911
2nd of '4 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1911
3rd of '4 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1911
4th of '4 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1911
1st of '2 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1912
2nd of '2 houses occupied by Chinese',"? Punch La, Melbourne, Australia",[no data],1912
7th 'Occupied by Chinese',"1 Punch La, Melbourne, Australia",[no data],1905
Occupied by Chinese,"1 Punch La, Melbourne, Australia",[no data],1906
1st of '6 houses occupied by Chinese',"1 Punch La, Melbourne, Australia",[no data],1909
6th 'Occupied by Chinese',"2 Punch La, Melbourne, Australia",[no data],1905
Occupied by Chinese,"2 Punch La, Melbourne, Australia",[no data],1906
2nd of '6 houses occupied by Chinese',"2 Punch La, Melbourne, Australia",[no data],1909
5th 'Occupied by Chinese',"3 Punch La, Melbourne, Australia",[no data],1905
Occupied by Chinese,"3 Punch La, Melbourne, Australia",[no data],1906
3rd of '6 houses occupied by Chinese',"3 Punch La, Melbourne, Australia",[no data],1909
4th 'Occupied by Chinese',"4 Punch La, Melbourne, Australia",[no data],1905
Occupied by Chinese,"4 Punch La, Melbourne, Australia",[no data],1906
4th of '6 houses occupied by Chinese',"4 Punch La, Melbourne, Australia",[no data],1909
3rd 'Occupied by Chinese',"5 Punch La, Melbourne, Australia",[no data],1905
Occupied by Chinese,"5 Punch La, Melbourne, Australia",[no data],1906
5th of '6 houses occupied by Chinese',"5 Punch La, Melbourne, Australia",[no data],1909
2nd 'Occupied by Chinese',"6 Punch La, Melbourne, Australia",[no data],1905
Occupied by Chinese,"6 Punch La, Melbourne, Australia",[no data],1906
6th of '6 houses occupied by Chinese',"6 Punch La, Melbourne, Australia",[no data],1909
1st 'Occupied by Chinese',"7 Punch La, Melbourne, Australia",[no data],1905
Occupied by Chinese,"7 Punch La, Melbourne, Australia",[no data],1906
"Young, Yea","11 Punch La, Melbourne, Australia",cabinetmaker,1900
Young Yea,"11 Punch La, Melbourne, Australia",cabinetmaker,1901
"Young, Yea","11 Punch La, Melbourne, Australia",cabinetmaker,1902
Kum Ching,"11 Punch La, Melbourne, Australia",[no data],1903
Ching Win Lee,"11 Punch La, Melbourne, Australia",cabinetmaker,1905
Ah Kit,"11 Punch La, Melbourne, Australia",cabinetmaker,1906
Ah Kue,"11 Punch La, Melbourne, Australia",cabinetmaker,1907
Ah Kue,"11 Punch La, Melbourne, Australia",cabinetmaker,1908
Ah Kue,"11 Punch La, Melbourne, Australia",cabinetmaker,1909
Ah Kue,"11 Punch La, Melbourne, Australia",cabinetmaker,1910
Gee Hong,"11 Punch La, Melbourne, Australia",cabinetmaker,1911
Occupied by Chinese,"11 Punch La, Melbourne, Australia",[no data],1912
Gee Hong,"11 Punch La, Melbourne, Australia",cabt mkr,1913
Gee Hong,"11 Punch La, Melbourne, Australia",cabt mkr,1914
Gee Hong,"11 Punch La, Melbourne, Australia",cabt mkr,1915
Gee Hong,"11 Punch La, Melbourne, Australia",cabt mkr,1916
Ah Chun,"13 Punch La, Melbourne, Australia",cabinetmaker,1900
Salvation Army meeting room,"13 Punch La, Melbourne, Australia",[no data],1900
Ah Chun,"13 Punch La, Melbourne, Australia",cabinetmaker,1901
Ah Chunn,"13 Punch La, Melbourne, Australia",cabinetmaker,1902
Ah Bow,"13 Punch La, Melbourne, Australia",cabinetmaker,1903
Ah Lee,"13 Punch La, Melbourne, Australia",cabinetmaker,1906
Ah Lee,"13 Punch La, Melbourne, Australia",cabinetmaker,1907
Ah Lee,"13 Punch La, Melbourne, Australia",cabinetmaker,1908
Ah Lee,"13 Punch La, Melbourne, Australia",cabinetmaker,1909
Ah Lee,"13 Punch La, Melbourne, Australia",cabinetmaker,1910
Ah Lee,"13 Punch La, Melbourne, Australia",cabinetmaker,1911
Lee Shing,"13 Punch La, Melbourne, Australia",cabt mkr,1913
Lee Shing,"13 Punch La, Melbourne, Australia",cabt mkr,1914
Louey Jung,"13 Punch La, Melbourne, Australia",cabt mkr,1915
Louey Jung,"13 Punch La, Melbourne, Australia",cabt mkr,1916
Sho Kee,"15 Punch La, Melbourne, Australia",cabinetmaker,1900
Ah Sing,"15 Punch La, Melbourne, Australia",cabinetmaker,1901
Sue Kee,"15 Punch La, Melbourne, Australia",cabinetmaker,1902
Sue Kee,"15 Punch La, Melbourne, Australia",cabinetmaker,1903
An Goon,"15 Punch La, Melbourne, Australia",cabinetmaker,1904
An Goon,"15 Punch La, Melbourne, Australia",cabinetmaker,1905
An Goon,"15 Punch La, Melbourne, Australia",cabinetmaker,1906
Hang Shing,"15 Punch La, Melbourne, Australia",cabinetmaker,1907
Ah Look,"15 Punch La, Melbourne, Australia",cabinetmaker,1908
Ah Hand,"15 Punch La, Melbourne, Australia",cabinetmaker,1909
Hang Shing,"15 Punch La, Melbourne, Australia",cabinetmaker,1910
Hang Shing,"15 Punch La, Melbourne, Australia",cabinetmaker,1911
Ah Kim,"15 Punch La, Melbourne, Australia",cabinetmaker,1912
Ah King,"15 Punch La, Melbourne, Australia",cabt mkr,1913
Ah King,"15 Punch La, Melbourne, Australia",cabt mkr,1914
Ah King,"15 Punch La, Melbourne, Australia",cabt mkr,1915
Ah King,"15 Punch La, Melbourne, Australia",cabt mkr,1916
"Educational Supply Assocn - De Bibra, Chas. B., manager","15 Punch La, Melbourne, Australia",[no data],1917
"Educational Supply Assocn - De Bibra, Chas. B., manager","15 Punch La, Melbourne, Australia",[no data],1918
Educational Supply Association,"15 Punch La, Melbourne, Australia",[no data],1919
Sue Gay,"15 Punch La, Melbourne, Australia",fctry,1920
Ah Sing,"17 Punch La, Melbourne, Australia",cabinetmaker,1900
"Ah Nie, John","17 Punch La, Melbourne, Australia",[no data],1901
Goon Shing,"17 Punch La, Melbourne, Australia",cabinetmaker,1903
Hang Shing,"17 Punch La, Melbourne, Australia",cabinetmaker,1906
Lew Jim,"17 Punch La, Melbourne, Australia",cabinetmaker,1912
Louey Jung,"17 Punch La, Melbourne, Australia",cabt mkr,1913
Louey Jung,"17 Punch La, Melbourne, Australia",cabt mkr,1914
Lee Shing,"17 Punch La, Melbourne, Australia",cabt mkr,1915
Lee Shing,"17 Punch La, Melbourne, Australia",cabt mkr,1916
"Henney, Mrs Ellen","18 Punch La, Melbourne, Australia",[no data],1900
"Keaney, Mrs Ellen","18 Punch La, Melbourne, Australia",[no data],1901
Ah Kee,"18 Punch La, Melbourne, Australia",[no data],1903
"Davis, Joseph","18 Punch La, Melbourne, Australia",[no data],1904
Ah Shoon,"18 Punch La, Melbourne, Australia",cabinetmaker,1906
Ah Shoon,"18 Punch La, Melbourne, Australia",cabinetmaker,1907
Ah Shoon,"18 Punch La, Melbourne, Australia",cabinetmaker,1908
Lun Seon & Co,"18 Punch La, Melbourne, Australia",cabinetmakers,1909
Lim Soon & Co,"18 Punch La, Melbourne, Australia",cabinetmakers,1910
Lim Soon & Co,"18 Punch La, Melbourne, Australia",cabinetmakers,1911
Lim Soon & Co,"18 Punch La, Melbourne, Australia",cabinetmakers,1912
Lim Soon & Co,"18 Punch La, Melbourne, Australia",cabt mkrs,1913
Lim Soon & Co,"18 Punch La, Melbourne, Australia",cabt mkrs,1914
Lim Soon & Co,"18 Punch La, Melbourne, Australia",cabt mkrs,1915
Lim Soon & Co,"18 Punch La, Melbourne, Australia",cabt mkrs,1916
Lim Soon & Co,"18 Punch La, Melbourne, Australia",cbtmkrs,1917
Ah Let,"18 Punch La, Melbourne, Australia",[no data],1918
Ah Let,"18 Punch La, Melbourne, Australia",[no data],1919
"Hing, Wltr","18 Punch La, Melbourne, Australia",[no data],1920
vacant,"19 Punch La, Melbourne, Australia",vacant,1900
Ah Man,"19 Punch La, Melbourne, Australia",cabinetmaker,1901
Ah Man,"19 Punch La, Melbourne, Australia",cabinetmaker,1902
Ah Man,"19 Punch La, Melbourne, Australia",cabinetmaker,1903
Ah Man,"19 Punch La, Melbourne, Australia",cabinetmaker,1904
Ah Man,"19 Punch La, Melbourne, Australia",cabinetmaker,1907
Ah Man,"19 Punch La, Melbourne, Australia",cabinetmaker,1908
vacant,"19 Punch La, Melbourne, Australia",vacant,1909
vacant,"19 Punch La, Melbourne, Australia",vacant,1910
vacant,"19 Punch La, Melbourne, Australia",vacant,1911
vacant,"19 Punch La, Melbourne, Australia",vacant,1912
Tye Shing,"19 Punch La, Melbourne, Australia",cabt mkr,1913
Tye Shing,"19 Punch La, Melbourne, Australia",cabt mkr,1914
Tye Shing,"19 Punch La, Melbourne, Australia",cabt mkr,1915
Tye Shing,"19 Punch La, Melbourne, Australia",cabt mkr,1916
Tye Shing,"19 Punch La, Melbourne, Australia",cabt mkr,1917
Tye Shing,"19 Punch La, Melbourne, Australia",cabt mkr,1918
Tye Shing,"19 Punch La, Melbourne, Australia",cabt mkr,1919
Tye Shing,"19 Punch La, Melbourne, Australia",cabt mkr,1920
Ah Ling,"20 Punch La, Melbourne, Australia",bird cage maker,1900
Ah Ling,"20 Punch La, Melbourne, Australia",bird cage maker,1901
Lee Bow,"20 Punch La, Melbourne, Australia",cabinetmaker,1903
"Whelpdale, Richard","20 Punch La, Melbourne, Australia",[no data],1904
"Thomas, Miss Florrie","20 Punch La, Melbourne, Australia",[no data],1905
"Hunter, Miss N.","20 Punch La, Melbourne, Australia",[no data],1905
Ah Lee,"20 Punch La, Melbourne, Australia",cabinetmaker,1906
Duck Chung,"20 Punch La, Melbourne, Australia",cabinetmaker,1907
Duck Chung,"20 Punch La, Melbourne, Australia",cabinetmaker,1908
Ah Wood,"20 Punch La, Melbourne, Australia",cabinetmaker,1909
"Chandler, Miss Sarah","20 Punch La, Melbourne, Australia",[no data],1910
Hock Sing,"20 Punch La, Melbourne, Australia",[no data],1911
Hock Sing,"20 Punch La, Melbourne, Australia",[no data],1912
Lee Lin,"20 Punch La, Melbourne, Australia",cabt mkr,1913
Lee Lin,"20 Punch La, Melbourne, Australia",cabt mkr,1914
Lee Lin,"20 Punch La, Melbourne, Australia",cabt mkr,1915
Lee Lin,"20 Punch La, Melbourne, Australia",cabt mkr,1916
Lee Lin,"20 Punch La, Melbourne, Australia",cabt mkr,1917
Coong Hong,"20 Punch La, Melbourne, Australia",cabntmkr,1919
Coong Hong,"20 Punch La, Melbourne, Australia",cabntmkr,1920
An Goon,"22 Punch La, Melbourne, Australia",cabinetmaker,1900
Ah Goon,"22 Punch La, Melbourne, Australia",cabinetmaker,1901
An Goon,"22 Punch La, Melbourne, Australia",cabinetmaker,1902
An Goon,"22 Punch La, Melbourne, Australia",cabinetmaker,1903
An Goon,"22 Punch La, Melbourne, Australia",cabinetmaker,1904
An Goon,"22 Punch La, Melbourne, Australia",cabinetmaker,1905
An Goon,"22 Punch La, Melbourne, Australia",cabinetmaker,1906
Young Sing,"22 Punch La, Melbourne, Australia",cabinetmaker,1907
Ah Mon,"22 Punch La, Melbourne, Australia",cabinetmaker,1907
Ah Heong,"22 Punch La, Melbourne, Australia",cabinetmaker,1908
Ah Mon,"22 Punch La, Melbourne, Australia",cabinetmaker,1908
Ah Heong,"22 Punch La, Melbourne, Australia",cabinetmaker,1909
Ah Mon,"22 Punch La, Melbourne, Australia",cabinetmaker,1909
Ah Heong,"22 Punch La, Melbourne, Australia",cabinetmaker,1910
Ah Heong,"22 Punch La, Melbourne, Australia",cabinetmaker,1911
Ah Heong,"22 Punch La, Melbourne, Australia",cabinetmaker,1912
Chen Kee,"22 Punch La, Melbourne, Australia",cabt mkr,1913
Chen Kee,"22 Punch La, Melbourne, Australia",cabt mkr,1914
Factory being built,"22 Punch La, Melbourne, Australia",[no data],1915
Sue Gay,"22 Punch La, Melbourne, Australia",cabt mkr,1916
Sue Gay,"22 Punch La, Melbourne, Australia",cabt mkr,1917
Sue Gay,"22 Punch La, Melbourne, Australia",cabinetmaker,1918
Sue Gay,"22 Punch La, Melbourne, Australia",cabinetmaker,1919
Sue Gay,"22 Punch La, Melbourne, Australia",cabinetmaker,1920
Tye Shing,"23 Punch La, Melbourne, Australia",cabinetmkr,1918
Tye Shing,"23 Punch La, Melbourne, Australia",cabinetmkr,1919
Tye Shing,"23 Punch La, Melbourne, Australia",cabinetmkr,1920
Foo Woo,"24 Punch La, Melbourne, Australia",cabinetmaker,1900
Kee Moon,"24 Punch La, Melbourne, Australia",cabinetmaker,1901
Kee Moon,"24 Punch La, Melbourne, Australia",cabinetmaker,1902
Moon Tye Kee,"24 Punch La, Melbourne, Australia",cabinetmaker,1903
Quong Hap Lee,"24 Punch La, Melbourne, Australia",cabinetmaker,1904
Quong Hap Lee,"24 Punch La, Melbourne, Australia",cabinetmaker,1905
Quong Hap Lee,"24 Punch La, Melbourne, Australia",cabinetmaker,1906
Wah Kee,"24 Punch La, Melbourne, Australia",cabinetmaker,1907
Sam Kee,"24 Punch La, Melbourne, Australia",cabinetmaker,1907
Wah Kee,"24 Punch La, Melbourne, Australia",cabinetmaker,1908
Sam Kee,"24 Punch La, Melbourne, Australia",cabinetmaker,1908
Wah Kee,"24 Punch La, Melbourne, Australia",cabinetmaker,1909
Sam Kee,"24 Punch La, Melbourne, Australia",cabinetmaker,1909
Wah Lee,"24 Punch La, Melbourne, Australia",cabinetmaker,1910
Sam Kee,"24 Punch La, Melbourne, Australia",cabinetmaker,1910
Wah Lee,"24 Punch La, Melbourne, Australia",cabinetmaker,1911
Sam Kee,"24 Punch La, Melbourne, Australia",cabinetmaker,1911
Wah Lee,"24 Punch La, Melbourne, Australia",[no data],1912
Sun Louny,"24 Punch La, Melbourne, Australia",cabt mkr,1913
Sun Louny,"24 Punch La, Melbourne, Australia",cabt mkr,1914
Hing Lee,"24 Punch La, Melbourne, Australia",cabt mkr,1915
Hing Lee,"24 Punch La, Melbourne, Australia",cabt mkr,1916
Hing Lee,"24 Punch La, Melbourne, Australia",cabt mkr,1917
Hing Lee,"24 Punch La, Melbourne, Australia",cabt mkr,1918
Hing Lee,"24 Punch La, Melbourne, Australia",cabt mkr,1919
Hing Lee,"24 Punch La, Melbourne, Australia",cabt mkr,1920
Lee Gog,"26 Punch La, Melbourne, Australia",cabinetmaker,1900
Lee Gog,"26 Punch La, Melbourne, Australia",cabinetmaker,1901
Lee Gog,"26 Punch La, Melbourne, Australia",cabinetmaker,1902
3 Chinese,"26 Punch La, Melbourne, Australia",[no data],1903
Ah Foot,"26 Punch La, Melbourne, Australia",cabinetmaker,1904
Hong Shing,"26 Punch La, Melbourne, Australia",cabinetmaker,1912
Hong Shing,"26 Punch La, Melbourne, Australia",cabt mkr,1913
Hong Shing,"26 Punch La, Melbourne, Australia",cabt mkr,1914
Hong Shing,"26 Punch La, Melbourne, Australia",cabt mkr,1915
Hong Shing,"26 Punch La, Melbourne, Australia",cabt mkr,1916
Lee Shing,"26 Punch La, Melbourne, Australia",cabt mkr,1917
Lee Shing,"26 Punch La, Melbourne, Australia",cabt mkr,1918
Lee Shing,"26 Punch La, Melbourne, Australia",cabt mkr,1919
Lee Shing,"26 Punch La, Melbourne, Australia",cabt mkr,1920
Hop Wah,"27 Punch La, Melbourne, Australia",cabinetmaker,1900
Hop Wah,"27 Punch La, Melbourne, Australia",cabinetmaker,1901
Hop Wah,"27 Punch La, Melbourne, Australia",cabinetmaker,1902
Hop Wah & Co,"27 Punch La, Melbourne, Australia",cabinetmakers,1903
Hop Wah & Co,"27 Punch La, Melbourne, Australia",cabinetmakers,1904
Hop Wah & Co,"27 Punch La, Melbourne, Australia",cabinetmakers,1905
Hop Wah & Co,"27 Punch La, Melbourne, Australia",cabinetmakers,1906
Hop Wah & Co,"27 Punch La, Melbourne, Australia",cabinetmakers,1907
Hop Wah & Co,"27 Punch La, Melbourne, Australia",cabinetmakers,1908
"Goon, Samuel & Co","27 Punch La, Melbourne, Australia",cabinetmakers,1909
"Goon, Samual, & Co","27 Punch La, Melbourne, Australia",cabinetmakers,1910
"Goon, Samual, & Co","27 Punch La, Melbourne, Australia",cabinetmakers,1911
"Goon, Samuel, & Co","27 Punch La, Melbourne, Australia",cabinetmakers,1912
"Goon, Saml","27 Punch La, Melbourne, Australia",cabt mkr,1913
"Goon, Saml","27 Punch La, Melbourne, Australia",cabt mkr,1914
"Goon, Saml.","27 Punch La, Melbourne, Australia",cabt mkr,1915
Hoong Sing & Co,"27 Punch La, Melbourne, Australia",cabt mkrs,1916
Hoong Sing & Co,"27 Punch La, Melbourne, Australia",cabt mkrs,1917
Hoong Sing & Co,"27 Punch La, Melbourne, Australia",cabt mkrs,1918
Hoong Sing & Co,"27 Punch La, Melbourne, Australia",cabt mkrs,1919
Hoong Sing & Co,"27 Punch La, Melbourne, Australia",cabt mkrs,1920
Chung Kee,"28 Punch La, Melbourne, Australia",cabinetmaker,1903
Ah Nie,"28 Punch La, Melbourne, Australia",[no data],1907
Ah Nie,"28 Punch La, Melbourne, Australia",[no data],1908
vacant,"28 Punch La, Melbourne, Australia",vacant,1912
vacant,"28 Punch La, Melbourne, Australia",vacant,1913
vacant,"28 Punch La, Melbourne, Australia",vacant,1914
Occupied by Chinese,"28 Punch La, Melbourne, Australia",[no data],1915
Occupied by Chinese,"28 Punch La, Melbourne, Australia",[no data],1916
vacant,"28 Punch La, Melbourne, Australia",vacant,1917
Ah Boy,"28 Punch La, Melbourne, Australia",cabinetmkr,1918
Ah Boy,"28 Punch La, Melbourne, Australia",cabinetmkr,1919
Ah Nie,"28 Punch La, Melbourne, Australia",cabntmkr,1920
Coong Chong,"29 Punch La, Melbourne, Australia",cabtmkr,1918
Lee Seong,"30 Punch La, Melbourne, Australia",cabinetmaker,1900
Lee Seong,"30 Punch La, Melbourne, Australia",cabinetmaker,1901
Lee Seong,"30 Punch La, Melbourne, Australia",cabinetmaker,1902
Lee Seong,"30 Punch La, Melbourne, Australia",cabinetmaker,1903
Lee Lin,"30 Punch La, Melbourne, Australia",cabinetmaker,1904
Lee Lin,"30 Punch La, Melbourne, Australia",cabinetmaker,1905
Lee Lin,"30 Punch La, Melbourne, Australia",cabinetmaker,1906
Lee Lin,"30 Punch La, Melbourne, Australia",cabinetmaker,1907
Lee Lin,"30 Punch La, Melbourne, Australia",cabinetmaker,1908
Lee Lin,"30 Punch La, Melbourne, Australia",cabinetmaker,1909
Lee Lin,"30 Punch La, Melbourne, Australia",cabinetmaker,1910
Lee Lin,"30 Punch La, Melbourne, Australia",cabinetmaker,1911
Lee Lin,"30 Punch La, Melbourne, Australia",cabinetmaker,1912
Lee Lin,"30 Punch La, Melbourne, Australia",cabt mkr,1913
Lee Lin,"30 Punch La, Melbourne, Australia",cabt mkr,1914
Lee Lin,"30 Punch La, Melbourne, Australia",cabt mkr,1915
Lee Lin,"30 Punch La, Melbourne, Australia",cabt mkr,1916
Lim Ak,"30 Punch La, Melbourne, Australia",cabt mkr,1917
Lim Ak,"30 Punch La, Melbourne, Australia",cabt mkr,1918
Lim Ak,"30 Punch La, Melbourne, Australia",cabt mkr,1919
Lim Ak,"30 Punch La, Melbourne, Australia",cabt mkr,1920
Louey Sun,"31 Punch La, Melbourne, Australia",cabinetmaker,1910
Louey Sun,"31 Punch La, Melbourne, Australia",cabinetmaker,1911
Louey Sun,"31 Punch La, Melbourne, Australia",cabinetmaker,1912
Louey Sun,"31 Punch La, Melbourne, Australia",cabt mkr,1913
Louey Sun,"31 Punch La, Melbourne, Australia",cabt mkr,1914
Gee Sun,"31 Punch La, Melbourne, Australia",cabt mkr,1915
Gee Sun,"31 Punch La, Melbourne, Australia",cabt mkr,1916
Gee Sun,"31 Punch La, Melbourne, Australia",cabt mkr,1917
Gee Sun,"31 Punch La, Melbourne, Australia",cabt mkr,1918
Gee Sun,"31 Punch La, Melbourne, Australia",cabt mkr,1919
Louey Tye,"31 Punch La, Melbourne, Australia",cabtmkr,1920
Ah Moon,"32 Punch La, Melbourne, Australia",cabinetmaker,1900
Ah Moon,"32 Punch La, Melbourne, Australia",cabinetmaker,1901
Ah Moon,"32 Punch La, Melbourne, Australia",cabinetmaker,1902
Ah Chew,"32 Punch La, Melbourne, Australia",cabinetmaker,1903
Ah Chew,"32 Punch La, Melbourne, Australia",cabinetmaker,1904
Ah Chew,"32 Punch La, Melbourne, Australia",cabinetmaker,1905
Ah Chew,"32 Punch La, Melbourne, Australia",cabinetmaker,1906
Sam Lee,"32 Punch La, Melbourne, Australia",[no data],1907
Sam Lee,"32 Punch La, Melbourne, Australia",[no data],1908
Sheon Lee,"32 Punch La, Melbourne, Australia",cabinetmaker,1912
Fong Lee,"32 Punch La, Melbourne, Australia",cabt mkr,1913
Fong Lee,"32 Punch La, Melbourne, Australia",cabt mkr,1914
Fong Lee,"32 Punch La, Melbourne, Australia",cabt mkr,1915
Foon Lee,"32 Punch La, Melbourne, Australia",cabt mkr,1916
Fong Lee,"32 Punch La, Melbourne, Australia",cabt mkr,1917
Fong Lee,"32 Punch La, Melbourne, Australia",cabt mkr,1918
Fong Lee,"32 Punch La, Melbourne, Australia",cabt mkr,1919
Fong Lee,"32 Punch La, Melbourne, Australia",cabt mkr,1920
Lom Ven,"33 Punch La, Melbourne, Australia",[no data],1900
Ah Him,"33 Punch La, Melbourne, Australia",cabinetmaker,1903
Ah Chew,"33 Punch La, Melbourne, Australia",cabinetmaker,1907
Ah Chew,"33 Punch La, Melbourne, Australia",cabinetmaker,1908
Ah Chew,"33 Punch La, Melbourne, Australia",cabinetmaker,1909
Ah Chew,"33 Punch La, Melbourne, Australia",cabinetmaker,1910
Occupied by Chinese,"33 Punch La, Melbourne, Australia",[no data],1911
Occupied by Chinese,"33 Punch La, Melbourne, Australia",[no data],1912
Wee Sing,"33 Punch La, Melbourne, Australia",cabt mkr,1913
Wee Sing,"33 Punch La, Melbourne, Australia",cabt mkr,1914
Wee Sing,"33 Punch La, Melbourne, Australia",cabt mkr,1915
Wing Sing,"33 Punch La, Melbourne, Australia",cabt mkr,1916
Chin Heong,"33 Punch La, Melbourne, Australia",cabt mkr,1917
Chin Heong,"33 Punch La, Melbourne, Australia",cabt mkr,1918
Chin Heong,"33 Punch La, Melbourne, Australia",cabt mkr,1919
Chin Heong,"33 Punch La, Melbourne, Australia",cabt mkr,1920
Hop Shing,"34 Punch La, Melbourne, Australia",cabinetmaker,1900
Hop Shing,"34 Punch La, Melbourne, Australia",cabinetmaker,1901
Hop Shing,"34 Punch La, Melbourne, Australia",cabinetmaker,1902
Hop Shing,"34 Punch La, Melbourne, Australia",cabinetmaker,1903
Hop Shing,"34 Punch La, Melbourne, Australia",cabinetmaker,1904
Ah Louey,"34 Punch La, Melbourne, Australia",cabinetmaker,1907
Ah Louey,"34 Punch La, Melbourne, Australia",cabinetmaker,1908
Ah Louey,"34 Punch La, Melbourne, Australia",cabinetmaker,1909
Ah Louey,"34 Punch La, Melbourne, Australia",cabinetmaker,1910
Ah Louey,"34 Punch La, Melbourne, Australia",cabinetmaker,1911
Ah Louey,"34 Punch La, Melbourne, Australia",cabinetmaker,1912
Ah Louey,"34 Punch La, Melbourne, Australia",cabt mkr,1913
Ah Louey,"34 Punch La, Melbourne, Australia",cabt mkr,1914
